turista_id,latitud,longitud,timestamp,tipo_turista,lugar_frecuentado
385,-42.6357,-73.770999,2026-08-24 14:29:00,internacional,Chonchi
386,-42.368423,-73.66287,2026-12-01 07:01:35,excursionista,Dalcahue
387,-42.611805,-73.759518,2026-08-07 02:58:07,nacional,Chonchi
388,-42.378122,-73.641609,2026-06-24 14:32:18,internacional,Dalcahue
389,-41.857469,-73.811783,2026-05-30 04:32:09,residente,Ancud
390,-41.831939,-73.829319,2026-11-12 22:09:47,excursionista,Ancud
391,-42.626707,-74.119588,2026-03-03 21:10:44,residente,Cucao
392,-42.660798,-74.100441,2026-07-13 03:49:37,nacional,Cucao
393,-42.462492,-73.769206,2026-04-04 11:45:12,internacional,Castro
394,-42.628092,-74.103473,2026-07-12 04:44:53,residente,Cucao
395,-42.412566,-73.658772,2026-06-17 08:32:16,internacional,Dalcahue
396,-42.382908,-73.681077,2026-05-23 02:47:00,nacional,Dalcahue
397,-42.601661,-73.764895,2026-05-21 18:57:59,excursionista,Chonchi
398,-42.497482,-73.749102,2026-08-02 13:02:22,excursionista,Castro
399,-42.628434,-74.116301,2026-02-07 13:08:12,residente,Cucao
400,-42.37404,-73.666534,2026-12-31 15:38:05,excursionista,Dalcahue
401,-41.862944,-73.799918,2026-07-14 05:03:50,nacional,Ancud
402,-42.454982,-73.75511,2026-11-09 05:30:17,residente,Castro
403,-42.648284,-74.101539,2026-07-20 04:51:42,internacional,Cucao
404,-42.364279,-73.657389,2026-06-02 14:36:07,excursionista,Dalcahue
405,-42.642051,-74.079165,2026-07-26 17:46:00,residente,Cucao
406,-43.137055,-73.624469,2026-01-07 11:04:03,excursionista,Quellón
407,-42.401779,-73.695459,2026-08-15 16:29:53,excursionista,Dalcahue
408,-43.1006,-73.634854,2026-08-20 19:36:03,residente,Quellón
409,-42.34781,-73.657263,2026-10-29 10:21:15,internacional,Dalcahue
410,-43.098664,-73.610068,2026-07-23 14:11:58,residente,Quellón
411,-41.863866,-73.83237,2026-08-11 08:44:30,nacional,Ancud
412,-41.854192,-73.818446,2026-02-28 19:26:29,residente,Ancud
413,-43.11213,-73.596236,2026-08-26 11:23:18,residente,Quellón
414,-43.122184,-73.644473,2026-07-21 10:28:40,internacional,Quellón
415,-42.636647,-74.084474,2026-07-24 01:48:07,residente,Cucao
416,-42.359363,-73.656169,2026-07-27 01:06:15,excursionista,Dalcahue
417,-42.64346,-74.083559,2026-10-07 23:30:14,excursionista,Cucao
418,-42.669588,-74.103613,2026-04-19 08:31:41,excursionista,Cucao
419,-41.822001,-73.838672,2026-10-27 11:51:54,excursionista,Ancud
420,-43.110741,-73.589482,2026-05-04 03:02:02,residente,Quellón
421,-42.417626,-73.66639,2026-10-08 06:23:58,excursionista,Dalcahue
422,-42.359103,-73.632054,2026-05-28 11:00:22,residente,Dalcahue
423,-42.347386,-73.659952,2026-04-23 19:12:53,nacional,Dalcahue
424,-42.371582,-73.652824,2026-12-25 20:23:38,residente,Dalcahue
425,-43.119032,-73.59606,2026-03-20 11:24:37,excursionista,Quellón
426,-42.627846,-74.117328,2026-08-28 02:31:33,internacional,Cucao
427,-41.832599,-73.808048,2026-03-29 15:24:43,internacional,Ancud
428,-42.469572,-73.75251,2026-07-03 11:07:24,nacional,Castro
429,-43.117961,-73.618419,2026-08-02 17:39:27,internacional,Quellón
430,-42.644866,-73.802617,2026-07-04 17:50:31,residente,Chonchi
431,-43.103712,-73.572524,2026-05-05 17:29:59,excursionista,Quellón
432,-43.089502,-73.605412,2026-09-11 07:51:53,internacional,Quellón
433,-42.627092,-74.143094,2026-01-15 11:38:41,internacional,Cucao
434,-42.615334,-73.779746,2026-12-24 03:37:03,nacional,Chonchi
435,-42.620869,-73.783431,2026-10-18 21:12:56,excursionista,Chonchi
436,-42.459319,-73.760643,2026-02-11 16:06:53,excursionista,Castro
437,-42.403323,-73.643508,2026-07-23 15:00:10,residente,Dalcahue
438,-41.857704,-73.836582,2026-03-16 21:07:56,nacional,Ancud
439,-42.368176,-73.633791,2026-04-10 21:52:56,internacional,Dalcahue
440,-42.485274,-73.793726,2026-08-09 12:06:16,internacional,Castro
441,-41.889392,-73.836791,2026-06-07 11:26:39,residente,Ancud
442,-42.633168,-74.092022,2026-02-07 01:03:13,internacional,Cucao
443,-41.911462,-73.814344,2026-01-03 15:39:40,excursionista,Ancud
444,-42.620862,-73.742189,2026-05-09 00:19:49,excursionista,Chonchi
445,-42.625063,-74.11079,2026-09-11 20:46:14,excursionista,Cucao
446,-43.115903,-73.589977,2026-06-30 17:47:44,excursionista,Quellón
447,-41.887324,-73.80839,2026-12-14 15:06:28,excursionista,Ancud
448,-43.088544,-73.589644,2026-04-25 13:56:59,excursionista,Quellón
449,-42.616365,-74.063641,2026-07-05 16:58:42,internacional,Cucao
450,-42.62395,-73.796756,2026-06-11 11:57:43,residente,Chonchi
451,-42.613804,-74.139961,2026-10-23 21:02:46,internacional,Cucao
452,-43.117111,-73.653161,2026-02-01 19:05:11,residente,Quellón
453,-42.626679,-74.115055,2026-08-08 02:26:01,nacional,Cucao
454,-42.464136,-73.796207,2026-03-20 12:14:15,internacional,Castro
455,-41.879985,-73.801057,2026-02-15 03:26:07,internacional,Ancud
456,-43.125012,-73.620522,2026-07-18 05:02:35,residente,Quellón
457,-42.503282,-73.75577,2026-06-27 09:40:13,nacional,Castro
458,-42.656338,-74.100455,2026-10-08 21:27:32,nacional,Cucao
459,-42.623639,-73.770802,2026-03-26 14:59:14,nacional,Chonchi
460,-42.507396,-73.749109,2026-07-30 04:00:33,nacional,Castro
461,-42.462332,-73.76377,2026-04-22 11:52:45,residente,Castro
462,-41.866053,-73.850753,2026-10-11 05:28:14,residente,Ancud
463,-42.360944,-73.651593,2026-12-04 17:26:54,residente,Dalcahue
464,-42.582939,-73.749763,2026-12-06 15:25:53,internacional,Chonchi
465,-43.112421,-73.62356,2026-07-28 15:36:43,residente,Quellón
466,-42.589805,-74.072264,2026-11-21 05:06:05,nacional,Cucao
467,-42.462711,-73.764704,2026-10-07 06:26:29,residente,Castro
468,-42.634038,-74.099156,2026-06-28 21:20:19,excursionista,Cucao
469,-41.8765,-73.778473,2026-10-09 13:42:46,nacional,Ancud
470,-42.475749,-73.77947,2026-10-25 12:08:08,nacional,Castro
471,-41.867438,-73.812312,2026-01-14 00:57:12,residente,Ancud
472,-42.641782,-74.140317,2026-04-06 01:05:15,nacional,Cucao
473,-42.644395,-73.763809,2026-10-20 23:23:03,nacional,Chonchi
474,-41.88457,-73.820664,2026-11-13 19:40:44,excursionista,Ancud
475,-42.646564,-74.123623,2026-05-05 12:48:55,internacional,Cucao
476,-42.341212,-73.687601,2026-07-22 10:24:43,internacional,Dalcahue
477,-42.625592,-73.766135,2026-08-18 18:44:14,internacional,Chonchi
478,-43.128127,-73.637273,2026-01-19 04:59:29,excursionista,Quellón
479,-43.133189,-73.644418,2026-05-04 18:49:13,residente,Quellón
480,-42.613247,-73.758097,2026-10-20 23:40:03,residente,Chonchi
481,-41.860802,-73.832654,2026-10-02 19:05:37,internacional,Ancud
482,-42.603701,-73.784012,2026-06-11 18:08:04,internacional,Chonchi
483,-42.623056,-73.760075,2026-09-09 03:44:07,nacional,Chonchi
484,-42.619056,-73.778698,2026-10-09 09:37:08,internacional,Chonchi
485,-42.485718,-73.735243,2026-08-23 03:38:26,nacional,Castro
486,-42.471051,-73.733787,2026-10-09 07:00:50,internacional,Castro
487,-42.613578,-73.734267,2026-04-28 17:55:01,nacional,Chonchi
488,-41.827195,-73.838013,2026-02-15 13:27:58,residente,Ancud
489,-41.879107,-73.846755,2026-06-04 00:52:43,internacional,Ancud
490,-42.630987,-74.094877,2026-07-01 01:46:09,excursionista,Cucao
491,-42.380167,-73.62927,2026-07-13 02:57:37,residente,Dalcahue
492,-42.473211,-73.789246,2026-10-23 18:53:47,excursionista,Castro
493,-41.882498,-73.806792,2026-08-07 11:06:37,internacional,Ancud
494,-43.109688,-73.605494,2026-12-30 00:34:42,residente,Quellón
495,-42.369332,-73.637629,2026-05-28 12:21:47,internacional,Dalcahue
496,-42.664581,-73.785699,2026-05-12 02:19:37,excursionista,Chonchi
497,-42.59838,-73.777587,2026-07-10 12:40:56,residente,Chonchi
498,-41.871512,-73.836974,2026-02-24 08:30:28,residente,Ancud
499,-41.850199,-73.831521,2026-09-07 06:05:51,nacional,Ancud
500,-42.590524,-74.100747,2026-11-14 16:16:28,nacional,Cucao
501,-42.512098,-73.743896,2026-03-31 21:06:56,nacional,Castro
502,-43.110833,-73.606321,2026-06-27 02:19:05,excursionista,Quellón
503,-42.502299,-73.780001,2026-08-28 10:22:36,residente,Castro
504,-43.120267,-73.616442,2026-08-03 05:41:26,residente,Quellón
505,-42.45395,-73.758978,2026-07-28 01:26:27,excursionista,Castro
506,-42.510446,-73.762388,2026-06-17 05:13:59,internacional,Castro
507,-42.463501,-73.772807,2026-04-04 13:59:32,internacional,Castro
508,-42.657223,-74.113573,2026-04-14 19:38:49,residente,Cucao
509,-42.495431,-73.74885,2026-08-08 10:12:07,internacional,Castro
510,-43.114071,-73.58959,2026-11-26 06:41:39,nacional,Quellón
511,-43.092157,-73.617964,2026-01-13 07:19:15,nacional,Quellón
512,-42.640172,-73.756493,2026-01-22 19:01:44,nacional,Chonchi
513,-43.108154,-73.597944,2026-06-18 12:19:51,excursionista,Quellón
514,-42.576502,-74.114998,2026-12-14 12:03:30,nacional,Cucao
515,-41.861002,-73.785128,2026-12-11 16:36:20,residente,Ancud
516,-42.371825,-73.648759,2026-12-26 11:04:32,excursionista,Dalcahue
517,-42.62889,-74.109909,2026-12-27 16:43:47,excursionista,Cucao
518,-42.459359,-73.767739,2026-10-20 03:31:11,residente,Castro
519,-42.489666,-73.739911,2026-08-09 01:59:19,residente,Castro
520,-43.105336,-73.626382,2026-10-21 10:47:19,internacional,Quellón
521,-43.121629,-73.637539,2026-05-15 07:38:39,nacional,Quellón
522,-42.514331,-73.74876,2026-05-13 06:33:16,residente,Castro
523,-42.364465,-73.648138,2026-06-24 23:25:55,residente,Dalcahue
524,-41.896131,-73.786581,2026-06-17 17:06:52,internacional,Ancud
525,-43.133302,-73.625644,2026-10-27 21:07:18,excursionista,Quellón
526,-41.871411,-73.827549,2026-03-01 21:26:36,residente,Ancud
527,-43.115998,-73.626785,2026-06-01 07:32:24,excursionista,Quellón
528,-42.377159,-73.64966,2026-04-30 17:15:39,residente,Dalcahue
529,-42.378005,-73.659138,2026-02-03 21:40:09,internacional,Dalcahue
530,-42.645325,-73.764966,2026-06-08 11:14:50,nacional,Chonchi
531,-42.463252,-73.749786,2026-08-20 19:44:24,excursionista,Castro
532,-42.605052,-73.770759,2026-10-30 14:22:56,nacional,Chonchi
533,-43.086426,-73.639341,2026-04-05 06:31:27,internacional,Quellón
534,-43.125405,-73.609896,2026-04-27 22:44:48,excursionista,Quellón
535,-42.616977,-73.763557,2026-04-18 04:09:03,residente,Chonchi
536,-42.385767,-73.650088,2026-04-08 18:00:41,internacional,Dalcahue
537,-43.135281,-73.633689,2026-03-17 22:38:29,residente,Quellón
538,-42.481218,-73.760422,2026-06-03 16:06:59,excursionista,Castro
539,-42.650707,-74.08355,2026-06-20 23:10:30,excursionista,Cucao
540,-42.609339,-73.804886,2026-08-19 20:08:36,internacional,Chonchi
541,-42.397358,-73.611366,2026-03-20 00:04:17,residente,Dalcahue
542,-42.370633,-73.634501,2026-05-04 22:34:43,excursionista,Dalcahue
543,-43.125291,-73.63628,2026-08-12 15:35:02,internacional,Quellón
544,-42.402193,-73.627518,2026-06-02 14:25:15,excursionista,Dalcahue
545,-42.47166,-73.766975,2026-07-31 21:37:54,internacional,Castro
546,-43.117735,-73.620779,2026-10-10 10:07:11,residente,Quellón
547,-43.110129,-73.58545,2026-11-19 20:06:28,nacional,Quellón
548,-42.628185,-73.780923,2026-04-28 14:36:17,internacional,Chonchi
549,-42.394089,-73.674759,2026-11-03 10:43:42,residente,Dalcahue
550,-42.505665,-73.754356,2026-08-15 02:54:27,residente,Castro
551,-42.66506,-74.109782,2026-09-26 15:11:38,residente,Cucao
552,-42.578537,-74.097266,2026-09-30 11:42:19,nacional,Cucao
553,-42.479469,-73.788167,2026-05-18 20:55:19,internacional,Castro
554,-43.1358,-73.631666,2026-09-08 12:07:35,residente,Quellón
555,-42.359942,-73.654882,2026-01-05 02:18:44,nacional,Dalcahue
556,-42.373378,-73.621424,2026-08-05 16:52:32,internacional,Dalcahue
557,-42.637716,-73.757927,2026-09-21 21:54:58,internacional,Chonchi
558,-42.357933,-73.651098,2026-04-25 17:37:40,residente,Dalcahue
559,-42.450698,-73.733492,2026-02-25 00:30:30,excursionista,Castro
560,-42.396002,-73.624513,2026-07-22 09:08:32,residente,Dalcahue
561,-42.397712,-73.647916,2026-09-28 14:18:15,residente,Dalcahue
562,-42.373635,-73.64857,2026-10-04 00:56:25,nacional,Dalcahue
563,-42.46742,-73.783121,2026-09-20 23:23:45,internacional,Castro
564,-43.117774,-73.605462,2026-03-04 04:34:22,excursionista,Quellón
565,-42.642537,-74.099154,2026-11-06 19:37:22,residente,Cucao
566,-43.107893,-73.593006,2026-06-17 19:47:06,residente,Quellón
567,-42.485552,-73.799177,2026-06-24 14:20:34,residente,Castro
568,-42.611087,-73.77185,2026-04-19 02:21:42,nacional,Chonchi
569,-42.595312,-74.086324,2026-03-14 14:35:31,excursionista,Cucao
570,-42.37571,-73.642431,2026-09-18 11:23:25,residente,Dalcahue
571,-42.609347,-74.111417,2026-05-31 22:22:49,residente,Cucao
572,-42.61197,-74.097073,2026-06-27 19:34:11,internacional,Cucao
573,-43.122329,-73.63115,2026-08-27 15:24:38,nacional,Quellón
574,-43.112194,-73.609878,2026-04-29 14:20:52,nacional,Quellón
575,-41.876652,-73.813199,2026-05-31 20:44:24,residente,Ancud
576,-42.613129,-74.094606,2026-03-14 03:20:59,residente,Cucao
577,-43.157464,-73.625995,2026-12-28 10:42:19,internacional,Quellón
578,-42.617185,-74.09522,2026-03-14 15:53:06,excursionista,Cucao
579,-42.649976,-73.796785,2026-01-04 17:19:26,residente,Chonchi
580,-41.863712,-73.803625,2026-08-07 02:19:27,residente,Ancud
581,-42.631043,-73.789309,2026-11-23 04:21:32,residente,Chonchi
582,-42.612055,-73.752033,2026-11-06 02:08:51,internacional,Chonchi
583,-42.366023,-73.648179,2026-04-23 02:36:08,internacional,Dalcahue
584,-42.651979,-73.784618,2026-07-12 08:39:17,nacional,Chonchi
585,-42.601173,-74.087653,2026-11-16 17:33:06,excursionista,Cucao
586,-42.622288,-74.112811,2026-10-07 05:22:53,residente,Cucao
587,-42.62088,-74.089528,2026-10-13 19:54:42,internacional,Cucao
588,-42.375346,-73.654062,2026-04-13 01:36:55,excursionista,Dalcahue
589,-42.535973,-73.740507,2026-10-29 05:24:39,internacional,Castro
590,-41.860778,-73.842546,2026-05-17 04:06:58,residente,Ancud
591,-41.893217,-73.841337,2026-11-12 22:38:52,internacional,Ancud
592,-42.502674,-73.771458,2026-08-20 19:07:00,internacional,Castro
593,-42.363752,-73.652771,2026-08-11 10:16:57,excursionista,Dalcahue
594,-42.597566,-74.110572,2026-02-06 23:33:46,internacional,Cucao
595,-42.574478,-73.799702,2026-12-03 17:28:09,internacional,Chonchi
596,-43.109108,-73.626773,2026-10-04 06:40:50,excursionista,Quellón
597,-41.867753,-73.847263,2026-07-10 02:05:09,internacional,Ancud
598,-42.641644,-74.126808,2026-05-26 16:51:34,residente,Cucao
599,-42.507357,-73.789598,2026-02-06 03:42:22,residente,Castro
600,-42.624634,-74.135828,2026-12-07 17:11:25,excursionista,Cucao
601,-42.608349,-73.777129,2026-01-01 23:03:02,nacional,Chonchi
602,-43.09304,-73.621048,2026-09-28 19:12:15,excursionista,Quellón
603,-42.477469,-73.779385,2026-06-16 20:33:50,internacional,Castro
604,-42.627527,-73.738636,2026-05-12 04:06:22,internacional,Chonchi
605,-42.605568,-74.133474,2026-12-14 06:07:31,nacional,Cucao
606,-42.457061,-73.743549,2026-06-28 11:36:45,nacional,Castro
607,-42.473065,-73.766528,2026-06-27 07:03:26,nacional,Castro
608,-42.615485,-73.745929,2026-02-21 05:31:08,excursionista,Chonchi
609,-41.843758,-73.846431,2026-02-06 05:59:30,excursionista,Ancud
610,-42.355485,-73.637631,2026-09-10 00:17:27,internacional,Dalcahue
611,-42.494824,-73.752682,2026-09-29 15:15:57,internacional,Castro
612,-42.63931,-73.795468,2026-01-01 10:07:30,internacional,Chonchi
613,-42.602281,-73.760837,2026-07-21 17:34:16,residente,Chonchi
614,-42.466105,-73.761164,2026-02-16 20:00:55,residente,Castro
615,-43.113546,-73.611506,2026-05-29 18:28:13,nacional,Quellón
616,-43.115307,-73.624487,2026-05-23 17:55:23,excursionista,Quellón
617,-41.894125,-73.798137,2026-12-06 14:54:20,internacional,Ancud
618,-43.108216,-73.617043,2026-07-26 00:41:43,nacional,Quellón
619,-42.635993,-74.123785,2026-10-08 13:33:16,internacional,Cucao
620,-43.11864,-73.657043,2026-08-28 06:14:40,residente,Quellón
621,-41.862616,-73.816008,2026-10-20 05:18:06,nacional,Ancud
622,-42.626699,-74.124722,2026-06-16 18:11:35,excursionista,Cucao
623,-41.86934,-73.79441,2026-04-07 09:05:03,excursionista,Ancud
624,-43.083812,-73.610749,2026-12-07 03:18:03,excursionista,Quellón
625,-41.891052,-73.822691,2026-10-18 10:24:28,residente,Ancud
626,-42.397725,-73.675834,2026-11-05 06:32:50,internacional,Dalcahue
627,-42.633678,-73.763414,2026-09-05 19:21:30,nacional,Chonchi
628,-42.622453,-74.109905,2026-05-21 05:40:45,excursionista,Cucao
629,-41.895765,-73.79785,2026-06-13 10:43:56,excursionista,Ancud
630,-42.637087,-74.135961,2026-10-27 04:20:28,nacional,Cucao
631,-42.485159,-73.763565,2026-03-25 18:52:11,nacional,Castro
632,-42.465401,-73.767746,2026-04-22 06:15:35,residente,Castro
633,-42.625826,-73.779327,2026-07-28 09:08:47,internacional,Chonchi
634,-42.372281,-73.647138,2026-12-24 15:38:30,internacional,Dalcahue
635,-41.887152,-73.824361,2026-09-04 08:03:03,nacional,Ancud
636,-42.387831,-73.678425,2026-11-25 17:39:16,internacional,Dalcahue
637,-42.481181,-73.721094,2026-02-15 01:04:23,residente,Castro
638,-42.636603,-74.117883,2026-10-16 01:05:04,internacional,Cucao
639,-42.472852,-73.761223,2026-01-05 09:47:43,internacional,Castro
640,-42.602646,-73.778572,2026-11-01 01:58:07,excursionista,Chonchi
641,-41.890466,-73.798701,2026-12-06 05:14:16,excursionista,Ancud
642,-43.094821,-73.636844,2026-01-12 09:37:12,excursionista,Quellón
643,-42.6245,-73.765722,2026-10-04 15:20:01,nacional,Chonchi
644,-42.63994,-73.767475,2026-07-14 00:42:09,internacional,Chonchi
645,-42.361542,-73.6249,2026-12-14 07:11:08,nacional,Dalcahue
646,-41.869775,-73.821589,2026-11-30 11:33:41,nacional,Ancud
647,-41.853286,-73.815421,2026-12-24 09:07:59,internacional,Ancud
648,-41.837441,-73.835194,2026-08-03 17:04:23,residente,Ancud
649,-41.877843,-73.803492,2026-10-07 17:34:12,excursionista,Ancud
650,-42.36783,-73.671614,2026-02-16 08:53:50,nacional,Dalcahue
651,-41.866065,-73.798929,2026-01-18 20:05:07,residente,Ancud
652,-42.456762,-73.787199,2026-10-28 09:47:55,excursionista,Castro
653,-42.361573,-73.640529,2026-05-24 06:34:39,internacional,Dalcahue
654,-42.392707,-73.656779,2026-08-30 20:08:52,internacional,Dalcahue
655,-42.656145,-73.736781,2026-10-28 01:16:39,internacional,Chonchi
656,-43.093531,-73.634419,2026-04-06 04:44:53,internacional,Quellón
657,-42.478992,-73.763632,2026-07-30 07:34:01,excursionista,Castro
658,-43.09853,-73.647778,2026-05-11 02:35:17,nacional,Quellón
659,-43.139201,-73.595933,2026-04-30 10:12:24,nacional,Quellón
660,-41.882745,-73.822773,2026-07-11 02:02:29,nacional,Ancud
661,-41.871598,-73.828025,2026-12-24 18:53:59,internacional,Ancud
662,-42.657294,-74.088222,2026-06-28 01:08:18,nacional,Cucao
663,-42.616649,-74.102655,2026-11-15 10:36:29,residente,Cucao
664,-42.488009,-73.765524,2026-09-15 06:25:29,internacional,Castro
665,-41.878791,-73.786379,2026-12-26 15:20:11,residente,Ancud
666,-43.110327,-73.630525,2026-06-25 20:00:32,excursionista,Quellón
667,-41.858894,-73.814821,2026-10-30 21:32:22,nacional,Ancud
668,-41.854208,-73.80818,2026-05-02 23:00:08,residente,Ancud
669,-42.527956,-73.772415,2026-03-22 15:18:35,residente,Castro
670,-42.412886,-73.642761,2026-02-05 02:47:01,internacional,Dalcahue
671,-43.127593,-73.590101,2026-08-23 07:11:12,nacional,Quellón
672,-41.861453,-73.834061,2026-02-05 10:09:57,internacional,Ancud
673,-42.383133,-73.64734,2026-04-27 01:23:50,excursionista,Dalcahue
674,-41.851724,-73.816744,2026-06-25 14:49:13,internacional,Ancud
675,-42.514171,-73.754324,2026-02-24 06:57:56,nacional,Castro
676,-42.453557,-73.750147,2026-03-28 07:52:32,internacional,Castro
677,-41.861944,-73.835842,2026-09-02 18:47:56,nacional,Ancud
678,-42.659059,-74.128807,2026-01-30 02:55:52,nacional,Cucao
679,-42.474236,-73.737445,2026-11-11 07:12:37,internacional,Castro
680,-42.454595,-73.781012,2026-05-09 18:16:08,nacional,Castro
681,-42.477175,-73.764059,2026-12-25 21:31:55,residente,Castro
682,-43.12168,-73.613901,2026-09-23 08:00:21,residente,Quellón
683,-41.89361,-73.78905,2026-04-17 19:00:57,excursionista,Ancud
684,-42.620046,-73.775397,2026-08-29 11:08:37,internacional,Chonchi
685,-43.123387,-73.59879,2026-08-02 20:47:25,residente,Quellón
686,-42.46753,-73.752736,2026-06-12 19:33:06,internacional,Castro
687,-43.101738,-73.631177,2026-09-02 23:03:25,nacional,Quellón
688,-42.620218,-73.788839,2026-07-31 11:16:25,residente,Chonchi
689,-42.360455,-73.661892,2026-05-31 19:58:33,excursionista,Dalcahue
690,-41.845753,-73.816343,2026-01-12 09:07:40,excursionista,Ancud
691,-42.475275,-73.780969,2026-05-19 19:30:57,internacional,Castro
692,-41.848414,-73.804807,2026-04-14 12:12:42,nacional,Ancud
693,-41.915272,-73.84377,2026-05-31 20:21:37,excursionista,Ancud
694,-41.858899,-73.798734,2026-11-10 02:25:26,excursionista,Ancud
695,-42.597085,-74.103172,2026-08-09 10:53:39,internacional,Cucao
696,-42.59212,-74.119023,2026-11-11 17:29:10,residente,Cucao
697,-42.632179,-74.088621,2026-02-05 01:15:35,nacional,Cucao
698,-41.8726,-73.822453,2026-07-05 15:10:49,nacional,Ancud
699,-42.368097,-73.656756,2026-02-20 16:15:02,excursionista,Dalcahue
700,-43.103931,-73.587493,2026-12-04 04:22:11,excursionista,Quellón
701,-42.458901,-73.758716,2026-12-23 05:08:55,internacional,Castro
702,-42.462239,-73.791369,2026-01-29 04:02:36,excursionista,Castro
703,-43.101326,-73.623046,2026-02-09 05:41:17,excursionista,Quellón
704,-42.40024,-73.6067,2026-10-12 10:00:56,residente,Dalcahue
705,-43.092939,-73.622974,2026-03-09 15:41:11,excursionista,Quellón
706,-41.886423,-73.848793,2026-05-27 22:47:43,excursionista,Ancud
707,-43.121741,-73.625302,2026-10-11 01:11:48,nacional,Quellón
708,-43.10118,-73.622285,2026-10-27 08:39:35,nacional,Quellón
709,-41.902152,-73.844631,2026-08-26 10:29:07,internacional,Ancud
710,-43.156952,-73.633529,2026-02-24 14:53:28,excursionista,Quellón
711,-43.103533,-73.608798,2026-05-05 02:07:47,internacional,Quellón
712,-43.112369,-73.62172,2026-10-03 08:02:25,excursionista,Quellón
713,-42.611283,-73.771317,2026-09-27 04:52:09,nacional,Chonchi
714,-42.37896,-73.6422,2026-01-01 11:56:28,nacional,Dalcahue
715,-42.640981,-73.765093,2026-03-06 14:23:11,residente,Chonchi
716,-42.611267,-73.783526,2026-05-26 18:29:34,nacional,Chonchi
717,-42.617902,-73.79515,2026-10-22 11:20:31,internacional,Chonchi
718,-41.900455,-73.810581,2026-01-13 23:25:47,excursionista,Ancud
719,-42.501141,-73.721759,2026-01-29 19:35:52,excursionista,Castro
720,-41.861574,-73.827202,2026-01-30 03:04:23,nacional,Ancud
721,-42.399216,-73.664628,2026-07-07 11:25:58,nacional,Dalcahue
722,-42.61349,-73.776025,2026-12-12 13:06:05,residente,Chonchi
723,-41.854463,-73.81497,2026-03-15 18:46:53,residente,Ancud
724,-43.156881,-73.630283,2026-07-29 18:20:02,excursionista,Quellón
725,-43.120809,-73.603602,2026-01-20 06:38:09,residente,Quellón
726,-42.644507,-74.114522,2026-01-22 04:01:19,excursionista,Cucao
727,-42.496108,-73.755394,2026-09-15 02:28:32,residente,Castro
728,-41.859649,-73.813284,2026-09-05 20:22:05,excursionista,Ancud
729,-42.491396,-73.760526,2026-11-01 19:34:47,residente,Castro
730,-42.650015,-73.770388,2026-02-05 09:27:26,residente,Chonchi
731,-41.88186,-73.807516,2026-03-14 11:04:44,residente,Ancud
732,-42.48428,-73.741936,2026-03-29 20:43:51,excursionista,Castro
733,-42.596758,-74.096744,2026-09-17 05:15:25,nacional,Cucao
734,-42.498692,-73.790478,2026-06-10 18:38:06,internacional,Castro
735,-42.60808,-74.101441,2026-07-22 22:49:11,residente,Cucao
736,-42.640874,-74.147089,2026-08-11 10:05:02,internacional,Cucao
737,-42.629051,-73.755004,2026-11-28 15:17:45,nacional,Chonchi
738,-42.644172,-74.117494,2026-08-10 22:37:48,internacional,Cucao
739,-42.463937,-73.768161,2026-03-06 22:05:19,internacional,Castro
740,-41.856444,-73.806845,2026-09-23 07:11:27,residente,Ancud
741,-41.844417,-73.820734,2026-11-20 22:27:04,excursionista,Ancud
742,-42.344813,-73.672003,2026-01-27 00:35:48,nacional,Dalcahue
743,-42.644997,-73.780111,2026-11-29 16:18:57,excursionista,Chonchi
744,-42.659943,-74.098588,2026-11-02 11:10:59,residente,Cucao
745,-42.491357,-73.75678,2026-08-17 07:56:35,nacional,Castro
746,-42.49027,-73.765187,2026-04-22 02:34:43,excursionista,Castro
747,-42.625929,-73.746051,2026-08-11 03:38:34,residente,Chonchi
748,-42.474015,-73.745859,2026-08-29 02:27:22,residente,Castro
749,-42.511941,-73.739474,2026-09-26 04:03:16,internacional,Castro
750,-42.483682,-73.802525,2026-12-15 08:56:17,excursionista,Castro
751,-42.499372,-73.734772,2026-05-01 18:15:27,excursionista,Castro
752,-42.606399,-73.793469,2026-12-04 10:44:06,internacional,Chonchi
753,-41.878964,-73.792079,2026-10-28 14:29:27,excursionista,Ancud
754,-42.381858,-73.675116,2026-02-04 16:12:49,internacional,Dalcahue
755,-42.615541,-73.739632,2026-10-15 18:06:21,residente,Chonchi
756,-42.602177,-74.13284,2026-07-20 02:39:42,internacional,Cucao
757,-42.490619,-73.742157,2026-02-22 16:20:52,nacional,Castro
758,-41.857716,-73.788427,2026-11-22 01:11:17,nacional,Ancud
759,-41.864026,-73.819104,2026-05-20 22:56:21,internacional,Ancud
760,-42.392213,-73.635999,2026-06-04 03:46:12,nacional,Dalcahue
761,-43.101143,-73.613284,2026-08-19 16:53:15,residente,Quellón
762,-41.849904,-73.825314,2026-08-03 02:48:09,excursionista,Ancud
763,-42.358861,-73.618124,2026-10-18 20:49:25,nacional,Dalcahue
764,-42.372941,-73.649814,2026-11-28 14:11:29,internacional,Dalcahue
765,-41.88598,-73.841949,2026-04-15 12:02:26,residente,Ancud
766,-42.593511,-74.104162,2026-10-26 02:17:46,nacional,Cucao
767,-42.601525,-73.785916,2026-08-22 11:02:56,nacional,Chonchi
768,-41.870189,-73.787752,2026-04-29 15:05:26,excursionista,Ancud
769,-42.595753,-73.793665,2026-06-28 06:10:17,excursionista,Chonchi
